text,label
The invoice total is higher than the plan price.,0
Please remove the late fee; we paid on time.,0
Created two profiles by accident; need merge.,2
The invoice total doesn't match the contract rate card.,0
I wasted hours dealing with this issue.,4
Embedded video calls inside a ticket thread.,3
The invoice lists the wrong plan tier.,0
The login field rejects uppercase letters.,1
The billing email needs to be finance@company.com.,0
Why did I get two invoices for one period?,0
Remove an old laptop from my trusted devices.,2
We need a sandbox environment for testing.,3
We were billed during the free trial window.,0
Portal shows unpaid while Stripe shows paid.,0
Pin tickets to the top of the queue.,3
This is my third time reporting the same issue.,4
The plan price changed without notice mid-cycle.,0
I've waited a week with no response from support.,4
Please support custom notification sounds.,3
Invite flow says my email already exists elsewhere.,2
The update installs but the app won't open.,1
SMS 2FA codes never arrive to my device.,2
My account shows duplicate organizations.,2
I keep getting promotional emails after unsubscribing.,4
Pagination arrows disappear on small screens.,1
Your advertised support SLA isn't real.,4
The statement shows a foreign transaction fee.,0
Enable custom branding on the login page.,3
Remove an old device from my trusted list.,2
The app freezes on the login screen.,1
Saw a login alert from a country I have never visited.,2
Your team keeps sending canned responses.,4
Please add Spanish localization.,3
The charge description on my statement is unfamiliar.,0
Chrome requires cache clear to load new release.,1
Two-factor toggle errors every time I enable it.,2
The dashboard widgets show no data.,1
The payment shows pending for four days now.,0
New Ticket modal never renders after clicking.,1
My account was suspended without explanation.,2
We want a customizable dashboard layout.,3
Autocomplete for tags shows stale options.,1
Password reset email says token already used.,2
Fourth time reporting this exact bug.,4
The tax rate looks wrong for our state.,0
Your documentation is outdated and misleading.,4
My card expires soon; where can I update it?,0
Need audit history of my logins for security.,2
Allow custom branding for customer-facing emails.,3
CSV export downloads a zero-byte file.,1
Backup codes were never provided after enabling MFA.,2
Add duplicate ticket detection.,3
Feature removals happen with zero notice.,4
Engineers roll back fixes without telling us.,4
Account was suspended without any notice.,2
Support keeps missing promised call-back times.,4
Let agents save and share search presets.,3
Large report exports time out.,1
The app says offline even on Wi-Fi.,1
SSO users need a backup password option.,2
We were charged for an add-on we never enabled.,0
Why did you bill us after we scheduled a cancellation?,0
Images in the knowledge base won't load.,1
Support scripts ignore the context I provide.,4
Auto-tagging based on keywords and sentiment.,3
The prorated upgrade is higher than the quoted amount.,0
"The invoice shows 12 months, but we're monthly.",0
The interface changes every week and slows us down.,4
Your notifications spam me daily.,4
I wasted a day collecting logs you never used.,4
Send both CSV and PDF copies of the invoice.,0
The help widget overlaps the footer.,1
The app won't rotate to landscape.,1
Display name reverts after saving changes.,2
We need an approval workflow for refunds.,3
My urgent P1 was downgraded to low priority.,4
Too much experimenting on our production data.,4
Add saved search presets.,3
SAML sign-in loops when third-party cookies blocked.,1
We need a multi-language knowledge base.,3
