text,label
Need itemized lines for each user and add-on.,0
Renewal date moved earlier; we lose service time.,0
Invoice total doesn't match sales quote.,0
Charge posted at 2 a.m. and flagged fraud alerts.,0
Billing address edits never save in the portal.,0
Refund the duplicate ACH from last night.,0
"We need quarterly billing, not monthly.",0
Contract promised price lock; rate increased.,0
Card on file expired; update flow keeps failing.,0
Invoice download link returns 404.,0
Cost center code missing on the invoice.,0
Charged for sandbox environments we don't use.,0
Tax rate is using the wrong state rules.,0
Send both CSV and PDF copies of the invoice.,0
Charged while the account was paused.,0
Why are micro test charges still pending?,0
Apply our credit memo before the next run.,0
Totals include a processing fee not in our contract.,0
Invoice shows annual term; we requested quarterly.,0
Login spinner never finishes on the web app.,1
Saving a draft crashes Android on Pixel 7.,1
Dashboard stays blank in Chrome 123 until a hard refresh.,1
CSV export downloads a file with only headers.,1
Push alerts stopped after updating to iOS 17.4.,1
Searching ticket IDs returns no matches.,1
File uploads freeze at 68% then restart.,1
Reports page times out with a 504 after 20 seconds.,1
Login form loops back with no error message.,1
Session drops every few minutes while typing.,1
Assign button clicks but never assigns.,1
Battery drain doubled after the latest release.,1
Voice calls cut out after one minute on Wi-Fi.,1
Chat widget will not open in Safari private windows.,1
Export button missing in the analytics view.,1
Settings page flashes JSON before rendering UI.,1
Mobile keyboard covers the reply text box on iOS.,1
Presence shows offline while connected.,1
Article images fail to render on slow networks.,1
API search returns 500 when filters are combined.,1
Autosave randomly wipes my reply.,1
Keyboard shortcuts stopped working on Windows.,1
Captcha never loads on the login page.,1
Status dropdown is empty when creating tickets.,1
Tablet app refuses to rotate to landscape.,1
Notifications arrive hours late or not at all.,1
PDF exports show blank after page one.,1
Attaching MOV files crashes the client.,1
Attachment downloads stall at 0 bytes.,1
New ticket modal spins forever after click.,1
Inbox shows perpetual spinner on Firefox ESR.,1
Dashboard charts show zero despite data in API.,1
Today's tickets vanish until I refresh.,1
Reply editor strips markdown formatting.,1
VPN connections log me out instantly.,1
Web app logs out if tab is backgrounded.,1
Voice note playback never starts on desktop.,1
Dark mode toggle vanished from preferences.,1
Chat bubble overlaps the send button on mobile.,1
Inline thumbnails show broken icons.,1
API returns 429 even under light usage.,1
Bulk select checkboxes don't toggle.,1
Safari prompts a JSON download on login.,1
Link previews stopped rendering inside tickets.,1
Scheduled exports never arrive by email.,1
Pinned filters disappear after refresh.,1
Chrome requires cache clear to load new release.,1
SAML login loops when third-party cookies blocked.,1
Composer spellcheck underline hides text.,1
Inline code loses monospace font on send.,1
Screen reader announces unlabeled buttons.,1
Android push opens the wrong ticket thread.,1
Download links return 403 for PDFs.,1
Ticket merge spins forever without completing.,1
CC field drops addresses after saving.,1
Image paste creates duplicate attachments.,1
Typing lags heavily after 200 characters.,1
Status updates via API never reflect in UI.,1
Mobile app caches old avatars and won't refresh.,1
Email replies create duplicate tickets in queue.,1
Outlook add-in fails to authenticate.,1
Slack notifications fire twice per event.,1
Kanban view shows empty columns until reload.,1
Custom domain throws certificate warning.,1
Time tracking widget resets mid-ticket.,1
Autocomplete for tags shows stale options.,1
Webhooks are delivered out of order.,1
iOS app ignores system font scaling.,1
Mentions don't ping the tagged agent.,1
AI summary sometimes replaces my draft text.,1
OneDrive attachments fail to upload.,1
Mac app doesn't respect proxy settings.,1
Pagination arrows disappear on small screens.,1
CSV import rejects valid UTF-8 characters.,1
Typing indicator shows the wrong agent name.,1
Analytics date picker jumps back to 1970.,1
Draft replies vanish after switching networks.,1
Ticket history events appear out of order.,1
Locked out after too many attempts; please reset.,2
Password reset email says token already used.,2
SMS 2FA codes never arrive to my device.,2
Switch my login email to the new corporate address.,2
Account suspended without any warning.,2
Need to merge two org accounts into one profile.,2
Forgot my username; can't finish password reset.,2
Verification loop keeps sending me back to login.,2
Remove an old phone from trusted devices list.,2
Lost admin role; now only have viewer access.,2
Account deactivated while billing still charges us.,2
Update the phone number that receives MFA codes.,2
Invite flow says my email already exists elsewhere.,2
Delete my account and all associated data.,2
Pending verification email never arrives.,2
Unlock my account flagged for suspicious login.,2
Recovery email inbox is gone; need alternative proof.,2
Login says account not found but I'm a paying user.,2
Two-factor toggle errors every time I enable it.,2
Invite link expired before I could accept it.,2
Transfer workspace ownership to another admin.,2
Login alert shows a country I've never visited.,2
Reset security questions; I forgot the answers.,2
Role changed from admin to agent unexpectedly.,2
Team invite spinner never completes on mobile.,2
Remove me from a former employer's workspace.,2
Profile avatar upload fails silently.,2
Need a list of active devices and sessions.,2
Email on file is dead; need to change it.,2
Captcha required on every login attempt.,2
SMS codes arrive hours late or not at all.,2
Pages I used to access now deny permission.,2
Company name on profile is incorrect.,2
One-time code is sent to an old phone number.,2
Password rules reject strong passwords I try.,2
Timezone keeps reverting to UTC.,2
SSO redirects in a loop after successful IdP login.,2
Cannot remove a departed admin from the org.,2
Multiple duplicate invites keep hitting my inbox.,2
Created two profiles by accident; need merge.,2
Require a full export of my account data.,2
Email verification link returns token invalid.,2
Display name reverts after saving changes.,2
Lockout timer never counts down.,2
Authenticator app lost codes; need reset.,2
Forgot-password email never arrives.,2
Consent screen shows on every login.,2
Org list empty even though I'm invited.,2
Updated terms button is disabled for me.,2
Invite marked invalid right after sending.,2
Primary email change is blocked with no reason.,2
Login form rejects uppercase letters in email.,2
Remove a stale workspace linked to my profile.,2
Profile name won't stick after editing.,2
Need to rotate all API tokens for my user.,2
Duplicate organizations appear under my profile.,2
Can't revoke an old device in security settings.,2
Need audit history of my logins for security.,2
Never received backup codes after enabling MFA.,2
Session ends whenever VPN reconnects.,2
Prompted for captcha on every page in the app.,2
SSO users need a backup password option.,2
Need to change the country/region on my profile.,2
Pending invites can't be cancelled.,2
Notifications use the wrong timezone.,2
Bulk close tickets older than 60 days with one click.,3
Two-way sync with Jira Data Center and Cloud.,3
Full dark theme plus high-contrast accessibility mode.,3
"Export tickets to JSONL, Parquet, and XLSX.",3
Custom fields with regex validation and defaults.,3
"Shortcuts for assign, macro insert, and send.",3
Weekly SLA breach digest grouped by queue.,3
"Filter by tag, assignee, priority together.",3
Billing-only admin role separate from workspace admin.,3
Quiet hours toggle to silence notifications.,3
Ticket export API with incremental cursors.,3
"Schedule reports to Slack, Teams, and email.",3
Custom branding for all outbound notifications.,3
Mobile widget showing open tickets by priority.,3
"Save, share, and pin search views per team.",3
Add Dutch and Korean localizations.,3
Refund approval workflow with two approvers.,3
Include inline images when exporting ticket history.,3
Follow a ticket to receive internal updates.,3
SAML JIT plus SCIM provisioning for users.,3
Webhooks for SLA breached and approaching events.,3
Priority queue view with live countdown timers.,3
Bulk assign via round-robin by skill group.,3
Customizable dashboards with drag/drop cards.,3
Response time percentile charts per queue.,3
Auto-reminders when customer hasnot replied.,3
Localized knowledge base with per-language URLs.,3
Per-brand email templates and logos.,3
Exportable audit log with IP and user agent.,3
Sandbox environment mirroring production schema.,3
Hover quick actions (assign/close/note) in list.,3
Read-only compliance role with export rights.,3
Pin critical tickets to the top of views.,3
Custom SLA policies per customer or plan.,3
CSV import mapping to custom fields and tags.,3
Shift handoff summary for next support team.,3
Webhooks only for comment-created events.,3
Embedded public status page for end users.,3
Teams adaptive card notifications with actions.,3
On-call schedule with pager-style escalation.,3
Upload custom notification sounds per user.,3
Compact density mode for wide monitors.,3
Custom ticket ID prefixes per brand/site.,3
Round-robin assignment within time windows.,3
In-app changelog drawer for new features.,3
OAuth scopes limited to read-only analytics.,3
RTL layout support for Arabic and Hebrew.,3
Agent workload forecast for the next 7 days.,3
GraphQL API alongside REST endpoints.,3
AI reply suggestions that respect tone presets.,3
Printable one-page ticket summary for audits.,3
CSAT trends by customer segment over time.,3
Mute a ticket thread without leaving the queue.,3
Auto-tagging based on keywords and sentiment.,3
Snooze tickets until a specific date/time.,3
Multi-brand portal with custom domains.,3
Role-based shared macro library.,3
Attach voice notes directly in the ticket.,3
Browser tab notifications for new assignments.,3
Bulk status change with conditional rules.,3
Customer portal search with synonyms support.,3
Embedded video calls inside a ticket thread.,3
I've waited a week with no response from support.,4
Service went down twice today during peak hours.,4
Latest update broke the features we rely on.,4
UI changes every week and slows our workflow.,4
Still getting promo emails after opting out.,4
Phone agent was dismissive and rushed.,4
Refund promised two weeks ago is still missing.,4
Yesterday's outage cost us a client demo.,4
Fourth time reporting this exact bug.,4
Docs are outdated and contradict the product.,4
Response times fall far short of your SLA.,4
Upgrade made the platform unstable for us.,4
Status page said green while we were offline.,4
I'm tired of re-explaining to new agents.,4
Billing support never answers or calls back.,4
Had to chase three times for a basic update.,4
Chat session ended without warning mid-issue.,4
Overall support experience has been awful.,4
Features change without notifying admins.,4
Feels like no one reads the ticket details.,4
Product doesn't match what sales promised.,4
Replies sound canned and don't solve anything.,4
Your fix introduced another bug that cost hours.,4
I keep getting bounced between teams.,4
Platform is unreliable during traffic spikes.,4
No straight answer on when you'll fix this.,4
Constant updates disrupt our workflow.,4
My urgent P1 was downgraded to normal.,4
SLA claims feel like marketing fluff.,4
Three follow-ups needed before anyone acts.,4
Product quality has clearly regressed.,4
Queue wait times are excessive every morning.,4
Agents ask for info already in the ticket.,4
Feels like we're beta testing unfinished features.,4
Escalations disappear with no feedback.,4
Knowledge base articles conflict with each other.,4
Postmortems are vague and unhelpful.,4
We're close to churning because trust is gone.,4
Notifications spam us despite turning them off.,4
Tickets marked resolved with nothing fixed.,4
Features removed without warning.,4
Support misses scheduled call-backs repeatedly.,4
No credit offered after repeated downtime.,4
Impossible to reach a manager to escalate.,4
We lost customers due to your outages.,4
I shouldn't have to beg for basic support.,4
We feel de-prioritized after upgrading plans.,4
Refund approvals take too long with no updates.,4
Roadmap shifts with zero transparency.,4
Security concerns get brushed off.,4
You send surveys but ignore complaints.,4
Chat disconnects mid-session frequently.,4
Scripts ignore the context we provide.,4
We re-open tickets because fixes don't stick.,4
Fixes get rolled back without notice.,4
No one owns the issue; constant hand-offs.,4
Service slows to a crawl every evening.,4
Collected logs for you; they were ignored.,4
Incident alerts arrive hours late.,4
Refund process is slow and opaque.,4
Too much experimenting on our production data.,4
This experience feels adversarial now.,4
Mobile app crashes daily with no resolution.,4
Support portal times out when adding comments.,4
Escalation promised yesterday never came.,4
Downtime alerts never reached our inbox.,4
Six tickets merged incorrectly and lost detail.,4
Compliance questions answered with canned text.,4
Critical bugs keep returning after each release.,4
Beta features were enabled without consent.,4
No compensation for revenue lost in outage.,4
Status page lags reality by hours.,4
Help center links are broken throughout.,4
Still no root cause for last month's outage.,4
Support keeps asking for the same screenshots.,4
